unix,a,b,c,v,p,t,l,h,o
1608872320.6082728,23574.90000,23574.80000,23570.90000,520.95861101,23572.17735,3449,23410.80000,23799.90000,2
1608872331.777641,23577.00000,23576.90000,23577.00000,521.68784662,23572.18389,3454,23410.80000,23799.90000,2
1608872342.9196212,23577.00000,23576.90000,23576.90000,521.68949662,23572.18390,3455,23410.80000,23799.90000,2
1608872353.990271,23577.00000,23576.90000,23577.00000,521.70113062,23572.18401,3456,23410.80000,23799.90000,2
1608872365.110761,23577.00000,23576.90000,23577.00000,521.70113062,23572.18401,3456,23410.80000,23799.90000,2
1608872376.296111,23577.00000,23576.90000,23577.00000,521.70113062,23572.18401,3456,23410.80000,23799.90000,2
1608872388.3344278,23577.00000,23576.90000,23577.00000,521.70113062,23572.18401,3456,23410.80000,23799.90000,2
1608872399.39229,23585.80000,23585.70000,23585.80000,521.90128949,23572.18800,3460,23410.80000,23799.90000,2
1608872411.090209,23585.80000,23585.70000,23585.80000,522.06870477,23572.19234,3464,23410.80000,23799.90000,2
1608872422.3144052,23585.80000,23585.70000,23585.70000,522.11534134,23572.19355,3466,23410.80000,23799.90000,2
1608872434.579034,23585.80000,23585.70000,23585.70000,522.11534134,23572.19355,3466,23410.80000,23799.90000,2
1608872445.708313,23585.80000,23585.70000,23585.80000,522.11677422,23572.19358,3467,23410.80000,23799.90000,2
1608872456.752975,23596.10000,23592.20000,23591.70000,522.31176822,23572.19956,3474,23410.80000,23799.90000,2
1608872468.155308,23595.90000,23594.60000,23595.20000,522.68500933,23572.21604,3477,23410.80000,23799.90000,2
1608872479.229843,23593.20000,23591.40000,23595.20000,522.68500933,23572.21604,3477,23410.80000,23799.90000,2
1608872490.373597,23585.90000,23580.70000,23595.20000,522.68500933,23572.21604,3477,23410.80000,23799.90000,2
1608872501.495483,23591.90000,23587.40000,23595.20000,522.68500933,23572.21604,3477,23410.80000,23799.90000,2
1608872512.6175392,23590.40000,23590.30000,23595.20000,522.68500933,23572.21604,3477,23410.80000,23799.90000,2
1608872523.680895,23590.30000,23590.20000,23590.30000,522.69750933,23572.21647,3478,23410.80000,23799.90000,2
1608872534.821702,23590.30000,23590.20000,23590.20000,522.69903133,23572.21653,3479,23410.80000,23799.90000,2
1608872545.900487,23590.30000,23590.20000,23590.20000,522.69903133,23572.21653,3479,23410.80000,23799.90000,2
1608872557.289631,23590.30000,23590.20000,23590.20000,522.69903133,23572.21653,3479,23410.80000,23799.90000,2
1608872568.4088068,23590.30000,23590.20000,23590.20000,522.70003133,23572.21656,3480,23410.80000,23799.90000,2
1608872579.545164,23590.30000,23590.20000,23590.20000,522.70152953,23572.21661,3481,23410.80000,23799.90000,2
1608872590.66882,23588.90000,23586.90000,23590.20000,522.72250933,23572.21734,3484,23410.80000,23799.90000,2
1608872603.142582,23588.80000,23584.20000,23590.20000,522.72250933,23572.21734,3484,23410.80000,23799.90000,2
1608872614.311539,23582.30000,23579.80000,23578.30000,522.73230536,23572.21745,3485,23410.80000,23799.90000,2
1608872625.4692512,23581.80000,23579.90000,23582.40000,522.73630536,23572.21753,3486,23410.80000,23799.90000,2
1608872636.542326,23576.70000,23575.00000,23576.70000,522.74030536,23572.21756,3487,23410.80000,23799.90000,2
1608872647.684909,23575.70000,23575.00000,23576.70000,522.74030536,23572.21756,3487,23410.80000,23799.90000,2
1608872658.8398342,23575.20000,23575.00000,23575.10000,522.74243497,23572.21757,3488,23410.80000,23799.90000,2
1608872669.9658408,23575.70000,23575.00000,23575.00000,522.75095737,23572.21762,3491,23410.80000,23799.90000,2
1608872681.1425211,23577.60000,23577.50000,23577.50000,522.76076284,23572.21772,3492,23410.80000,23799.90000,2
1608872692.19764,23577.60000,23577.50000,23577.60000,522.78091484,23572.21792,3494,23410.80000,23799.90000,2
1608872703.3160908,23576.10000,23575.20000,23577.60000,522.78491484,23572.21797,3495,23410.80000,23799.90000,2
1608872714.7777731,23568.30000,23568.20000,23575.00000,523.38491484,23572.22116,3496,23410.80000,23799.90000,2
1608872725.98771,23575.10000,23568.90000,23575.00000,523.38491484,23572.22116,3496,23410.80000,23799.90000,2
1608872737.063628,23568.80000,23568.20000,23575.00000,523.38491484,23572.22116,3496,23410.80000,23799.90000,2
1608872748.2269819,23568.30000,23568.20000,23568.30000,523.39341180,23572.22109,3498,23410.80000,23799.90000,2
1608872759.325346,23568.30000,23568.20000,23568.30000,523.39341180,23572.22109,3498,23410.80000,23799.90000,2
1608872770.4567091,23568.30000,23568.20000,23568.30000,523.39341180,23572.22109,3498,23410.80000,23799.90000,2
